"station","lng","lat"
"Admiral Faragut Academy",-82.74673,27.77836
"MarineMax Marina (Bear Creek)",-82.73347,27.7548
"Fore Drive; canal W of (Manatee River)",-82.50551,27.51193
"Tidewater Preserve Boulevard; NW of (Manatee River)",-82.50534,27.52075
"123rd Avenue Boat Ramp (Boca Ciega Bay)",-82.7784,27.7788
"Skyway Fishing Pier; E of (Tampa Bay)",-82.66845,27.69293
"Bay Vista; 1.3 mi S of (Tampa Bay)",-82.63735,27.68527
"Maximo Beach (Sunshine Skyway Channel)",-82.6828,27.7096
"Sunshine Skyway Bridge; E of (Tampa Bay)",-82.65095,27.63995
"Whale Island; 1.8 mi E of (Tampa Bay)",-82.6648,27.66012
"Conception Key; SE of (Tampa Bay)",-82.68172,27.6353
"Conception Key; 1.1 mi SE of (Tampa Bay)",-82.68702,27.628
"Harbor Key; N of (Lower Tampa Bay)",-82.57101,27.62489
"Mariposa Key; N of (Lower Tampa Bay)",-82.57136,27.60763
"Sunshine Skyway Fishing Pier; E of (Lower Tampa Bay)",-82.6629,27.68167
"Sunshine Skyway Bridge; NE of (Lower Tampa Bay)",-82.68155,27.69585
"Demens Landing; E of (Middle Tampa Bay)",-82.62475,27.7705
"Pinellas Point Park; SW of (Middle Tampa Bay)",-82.66158,27.69455
"Riverview (Alafia River)",-82.31123,27.8746
"Isla Key; N of (Boca Ciega Bay)",-82.70733,27.7168
"Pass A Grille Beach SW Jetty",-82.73798,27.6812
"Pinellas Point; 1.4 mi S of (Lower Tampa Bay)",-82.6436,27.68163
"North Skyway Fishing Pier; W of (Lower Tampa Bay)",-82.68402,27.63785
"Coquina Key; N of (Big Bayou)",-82.63042,27.74178
"Pinellas Point; S of (Lower Tampa Bay)",-82.66488,27.70177
"Maximo Park; SW of (Lower Tampa Bay)",-82.68425,27.70793
"Shell Key Shoal; S of (South Channel)",-82.73938,27.673
"Sunshine Skyway Bridge; W of (Lower Tampa Bay)",-82.67912,27.67128
"Skyway Fishing Pier State Park; E of (Lower Tampa Bay)",-82.6775,27.68877
"Flora Wylie Park (Middle Tampa Bay)",-82.62258,27.7859
"119th Avenue; N of (Old Tampa Bay)",-82.64017,27.88773
"Dolphin Pointe Apartments Circle; W of (Old Tampa Bay)",-82.53122,27.87395
"Lyford Cay Road; 1.2 mi W of (Old Tampa Bay)",-82.5524,27.93078
"1st Avenue South; canal N of (Boca Ciega Bay)",-82.7486,27.7699
"Shell Key Shoal (North Channel)",-82.739,27.6763
"Deadman Key; S of (Boca Ciega Bay)",-82.7448,27.7454
"Imperial Cove; E of (Old Tampa Bay)",-82.7126,27.9439
"Mead Point; W of (Lower Tampa Bay)",-82.68777,27.51495
"Redfish Court; N of (Terra Ceia Bay)",-82.6072,27.54375
"Coquina Key; E of (Middle Tampa Bay)",-82.62095,27.73173
"Coffee Pot Bayou",-82.63217,27.79842
"Flora Wylie Park; 4.0 mi E of (Middle Tampa Bay)",-82.55668,27.78632
"Smacks Bayou",-82.60922,27.80358
"Cockroach Bay Road; W of (Tampa Bay)",-82.52647,27.68542
"Terra Ceia Drive; W of (Terra Ceia Bay)",-82.60125,27.52903
"Palmetto Living Seawall Park Boat Ramp (Manatee River)",-82.57387,27.51176
"Fort Hammer Park Dock (Manatee River)",-82.43014,27.52458
"18th Street East; dock S of (Manatee River)",-82.50559,27.52829
"Palmetto Living Seawall Park dock (Manatee River)",-82.57383,27.51165
"Passage Key; W of",-82.74553,27.554
"Cunningham Key (Bunces Pass)",-82.71728,27.65135
"West Boundary Street; N of (Middle Tampa Bay)",-82.53823,27.84153
"Rattlesnake Key; W of (Lower Tampa Bay)",-82.63822,27.55422
"Sunshine Skyway Bridge; W of (Lower Tampa Bay)",-82.67722,27.6449
"School Key; NE of",-82.70512,27.52773
"Emerson Bayou",-82.63612,27.53885
"De Soto National Memorial Park; N of (Manatee River)",-82.64485,27.52428
"Warners Bayou Boat Ramp; E of (Manatee River)",-82.61608,27.50997
"Big Island; S of (Old Tampa Bay)",-82.64273,27.90053
"Cabbage Creek",-82.47435,27.73275
"Dickman Island Road; W of (Middle Tampa Bay)",-82.47772,27.73612
"Fort De Soto Park; 1.3 mi E of (Lower Tampa Bay)",-82.68737,27.61958
"Maximo Park; 1.1 mi S of (Lower Tampa Bay)",-82.68317,27.69363
"MacDill Air Force Base; W of (Old Tampa Bay)",-82.53965,27.84305
"Cockroach Bay Preserve State Park (Little Cockroach Bay)",-82.49688,27.70918
"Eckerd College South Beach; W of (Lower Tampa Bay)",-82.6931,27.70955
"Bird Key; E of (Lower Tampa Bay)",-82.70393,27.70028
"Courtney Campbell Causeway Beach; E of (Old Tampa Bay)",-82.69058,27.96125
"Phillipe Point; NW of (Safety Harbor)",-82.67635,28.00712
"Emerson Point Preserve (Emerson Bayou)",-82.63637,27.53877
"Joe Island (Lower Tampa Bay)",-82.59995,27.59125
"Piney Point; SW of (Lower Tampa Bay)",-82.5587,27.6419
"North Skyway Fishing Pier; W of (Lower Tampa Bay)",-82.67157,27.63152
"Tarpon Key; NE of (Lower Tampa Bay)",-82.68297,27.67058
"Mac Dill AFB; 4.5 mi SW of (Middle Tampa Bay)",-82.549,27.7791
"Egmont Key; E of (Lower Tampa Bay)",-82.7546,27.6014
"Al Palonis Park (Old Tampa Bay)",-82.5414,27.89222
"Picnic Island Park (Old Tampa Bay)",-82.55303,27.85493
"Mead Point; W of (Lower Tampa Bay)",-82.6936,27.51482
"School Key; 1.5 mi NE of (Lower Tampa Bay)",-82.69357,27.53872
"Bird Key; E of (Lower Tampa Bay)",-82.70467,27.69402
"3rd Avenue; E of (Pass-a-Grille Channel)",-82.73333,27.68467
"MarineMax St. Petersburg",-82.73341,27.75487
"Treasure Island Causeway",-82.75475,27.77091
"Twin Dolphin Marina (Manatee River)",-82.57185,27.50022
"Bird Key; S of (Lower Tampa Bay)",-82.70722,27.68996
"Sunshine Skyway Rest Area; N of (Lower Tampa Bay)",-82.61417,27.5855
"Big Pass Key; N of (Middle Tampa Bay)",-82.51542,27.70787
"Adalia Avenue; W of (Hillsborough Bay)",-82.4608,27.93595
"Cunningham Key; E of (Lower Tampa Bay)",-82.71573,27.65193
"Madonna Boulevard; W of (Pass-a-Grille Channel)",-82.72932,27.69171
"4th Palm Point Street; NE of (Boca Ciega Bay)",-82.73962,27.74049
"Peterson Bayou",-82.57475,27.54942
"Harbor Key; S of (Lower Tampa Bay)",-82.56798,27.61002
"Madelaine Key; N of (Lower Tampa Bay)",-82.71317,27.64795
"Bay Vista Park; S of (Middle Tampa Bay)",-82.64157,27.70313
"10th Street South; S of (Middle Tampa Bay)",-82.64768,27.69237
"Pass-a-Grille Channel",-82.73478,27.6826
"Shore Drive South; E of (Boca Ciega Bay)",-82.73599,27.7508
"Causeway Boat Ramp; E of (Old Tampa Bay)",-82.60948,27.97268
"St. Pete-Clearwater International Airport (Old Tampa Bay)",-82.69123,27.93003
"Madelaine Key; E of (Bunces Pass)",-82.71222,27.64588
"Eckerd College (Maximo Channel)",-82.68705,27.70958
"Shore Drive South; E of (Boca Ciega Bay)",-82.736,27.75081
"Madonna Boulevard; N of (Pass-a-Grille Channel)",-82.72932,27.69309
"4th Palm Point Street; NE of (Boca Ciega Bay)",-82.73945,27.74049
"Sunshine Skyway Fishing Pier; E of (Lower Tampa Bay)",-82.66662,27.67917
"Sunshine Skyway Bridge; E of (Lower Tampa Bay)",-82.66688,27.63995
"Madonna Avenue; W of (Pass-a-Grille Channel)",-82.72932,27.69171
"Dee Ellen Lane; N of (Alafia River)",-82.31343,27.86542
"Del Rio Road; N of (Alafia River)",-82.31583,27.86643
"Magnolia Street; N of (Alafia River)",-82.35933,27.85682
"MacDill AFB (Middle Tampa Bay)",-82.5297,27.83553
"11th Street Court West; E of (Terra Ceia Bay)",-82.60525,27.52638
"Sea Breeze Point; N of (Terra Ceia Bay)",-82.56975,27.57007
"Harbor Key; NE of (Tampa Bay)",-82.5601,27.61737
"Causeway Boat Ramp (Old Tampa Bay)",-82.61245,27.97232
"Sunrise Boulevard; NE of (Old Tampa Bay)",-82.7127,27.93095
"Terra Ceia Point (Terra Ceia Bay)",-82.63002,27.548
"Horseshoe Loop Road; S of (Terra Ceia Bay)",-82.59417,27.5598
"Rocky Point; SE of (Old Tampa Bay)",-82.5645,27.95675
"Twin Dolphin Marina (Manatee River)",-82.57167,27.49972
"Emerson Point; W of (Manatee River)",-82.6584,27.5313
"Little Cockroach Island; S of (Mags Hole)",-82.5071,27.70697
"Redfish Creek; W of (Lower Tampa Bay)",-82.5666,27.62547
"Shultz Nature Preserve (Hillsborough Bay)",-82.4061,27.81202
"Passage Key; SE of (Passage Key Inlet)",-82.74072,27.55213
"Gandy Boulevard North (Old Tampa Bay)",-82.59857,27.87385
"Christmas Island; E of (Middle Tampa Bay)",-82.59235,27.84002
"Caspar Whitney Place; W of (Old Tampa Bay)",-82.53847,27.88203
"Sunshine Skyway Bridge (Lower Tampa Bay)",-82.65393,27.61858
"Passage Key; E of (Passage Key Inlet)",-82.74055,27.5528
"Walker Avenue; canal SW of (Boca Ciega Bay)",-82.80232,27.82267
"Joe Island; W of (Lower Tampa Bay)",-82.6004,27.59127
"Rattlesnake Key (Terra Ceia Bay)",-82.61815,27.55158
"Sawyer Key; E of (Lower Tampa Bay)",-82.72662,27.65947
"Little Bayou",-82.63543,27.72047
"Flagpole Road; SE of (Middle Tampa Bay)",-82.4791,27.8211
"Emerson Point Preserve (Terra Ceia Bay)",-82.62625,27.53673
"33rd Street West; NW of (Terra Ceia Bay)",-82.58395,27.54653
"Coquina Key; 1.2 mi E of (Middle Tampa Bay)   E11",-82.60595,27.73086
"Egmont Key; SW of",-82.75078,27.57288
"Passage Key; SE of",-82.74083,27.55178
"Bean Point; N of",-82.7437,27.54113
"E10",-82.58247,27.7721
"E11",-82.53033,27.73009
"Passage Key; SE of (Passage Key Inlet)",-82.74145,27.55108
"Jackass Key; E of (Lower Tampa Bay)",-82.71395,27.66823
"Vinoy Park; 3.2 mi E of (Middle Tampa Bay)",-82.5735,27.77917
"Coquina Key; E of (Middle Tampa Bay)",-82.61067,27.73183
"Egmont Key Lighthouse; 1.2 mi E of (Lower Tampa Bay)",-82.74017,27.60083
"North Skyway Pier; E of (Lower Tampa Bay)",-82.65417,27.631
"Port Manatee (Lower Tampa Bay)",-82.56283,27.634
"Big Pass; 2.6 mi W of (Middle Tampa Bay)",-82.56017,27.69683
"Joe Island; N of (Lower Tampa Bay)",-82.59558,27.60285
"Manbirtee Key; SE of (Lower Tampa Bay)",-82.56775,27.6289
"Moody Point; SW of (Middle Tampa Bay)",-82.55533,27.65713
"Little Cockroach Island; 2.1 mi NW of (Middle Tampa Bay)",-82.53717,27.72633
"MacDill Airforce Base; 3.3 mi S of (Middle Tampa Bay)",-82.52917,27.78567
"Passage Key; SE of (Passage Key Inlet)",-82.74132,27.55143
"Moody Point; SW of (Middle Tampa Bay)",-82.55638,27.65661
"Moody Point; 3.8 mi W of (Middle Tampa Bay)",-82.605,27.66876
"Manbirtee Key; W of (Middle Tampa Bay)",-82.57747,27.63614
"Beacon Key; 5.2 mi W of (Lower Tampa Bay)",-82.63556,27.65088
"Joe Island; 1.2 mi NW of (Lower Tampa Bay)",-82.60539,27.61005
"Rattlesnake Key; 2.1 mi W of (Lower Tampa Bay)",-82.66576,27.54936
"North Skyway Pier; 1.3 mi E of (Lower Tampa Bay)",-82.645,27.6317
"Passage Key; 2.2 mi E of (Lower Tampa Bay)",-82.7073,27.5499
"Egmont Key Lighthouse; 1.2 mi E of (Lower Tampa Bay)",-82.7402,27.6008
"Emerson Point; 1.4 mi NW of (Lower Tampa Bay)",-82.66492,27.54456
"Vinoy Park; 3.2 mi E of (Middle Tampa Bay)",-82.5733,27.7783
"Moody Point; SW of (Middle Tampa Bay)",-82.55704,27.65646
"Moody Point; 3.8 mi W of (Middle Tampa Bay)",-82.60509,27.66931
"Manbirtee Key; W of (Lower Tampa Bay)",-82.58165,27.63696
"North Skyway Fishing Pier; 2.9 mi E of (Lower Tampa Bay)",-82.62328,27.64908
"Beacon Key; 5.2 mi W of (Lower Tampa Bay)",-82.63502,27.65127
"Joe Island; 1.2 mi NW of (Lower Tampa Bay)",-82.60509,27.61019
"Snell Isle; 2.3 mi SE of (Middle Tampa Bay)",-82.57813,27.77345
"Coquina Key; 2.6 mi E of (Middle Tampa Bay)",-82.58311,27.72831
"Point Pinellas; 1.5 mi SE of (Lower Tampa Bay)",-82.61744,27.69367
"Skyway Beach; 1.2 mi NE of (Lower Tampa Bay)",-82.65856,27.66524
"Manbirtee Key; 1.4 mi W of (Lower Tampa Bay)",-82.59705,27.6432
"Mariposa Key; 2.5 mi NW of (Lower Tampa Bay)",-82.61413,27.62276
"Riverside Boat Ramp (Manatee River)",-82.57384,27.51148
"Regatta Way; W of (Manatee River)",-82.51109,27.51084
"US 92 Bridge; S of (Old Tampa Bay)",-82.55489,27.87468
"Howard Franklin Bridge; 1.2 mi SW of (Old Tampa Bay)",-82.57193,27.91385
"Snell Isle; 1.8 mi SE of (Middle Tampa Bay)",-82.58028,27.78071
"Largo Central Park Nature Preserve Pond",-82.58028,27.78071
"MacDill Airforce Base; 3 mi S of (Middle Tampa Bay)",-82.5295,27.79
"Coquina Key; 1.1 mi E of (Middle Tampa Bay)",-82.61,27.7213
"Port Manatee (Lower Tampa Bay)",-82.5633,27.6333
"Big Pass; 2.6 mi W of (Middle Tampa Bay)",-82.5595,27.697
"Little Cockroach Island; 2.1 mi NW of (Middle Tampa Bay)",-82.5383,27.725
"Moody Point; 3.7 mi W of (Middle Tampa Bay)",-82.6033,27.6667
"Big Pass Key; W of (Middle Tampa Bay)",-82.52637,27.70137
"Manbirtee Key; W of (Lower Tampa Bay)",-82.58183,27.63683
"South Skyway Fishing Pier; 1.2 mi E of (Lower Tampa Bay)",-82.63087,27.60454
"Emerson Point; 1.4 mi NW of (Lower Tampa Bay)",-82.66433,27.54373
"US 92 Bridge; 1.1 mi S of (Old Tampa Bay)",-82.55962,27.86845
"Howard Franklin Bridge; 1.3 mi SW of (Old Tampa Bay)",-82.57343,27.91241
"Venetian Isles; 1.2 mi E of (Middle Tampa Bay)",-82.568,27.8228
"Pine Key; E of (Middle Tampa Bay)",-82.4324,27.80394
"Sunken Island; SW of (Hillsborough Bay)",-82.42816,27.84141
"MacDill Air Force Base; 1.5 mi S of (Middle Tampa Bay)",-82.51409,27.80672
"Saint Petersburg Pier; S of (Middle Tampa Bay)",-82.6263,27.77153
"Park Boulevard Boat Ramp; ICW E of",-82.83904,27.8425
"Northshore Park (Middle Tampa Bay)",-82.62438,27.78149
"Bayshore Boulevard; E of (Old Tampa Bay)",-82.6903,27.98258
"39th Avenue South; S of (Big Bayou)",-82.63653,27.73343
"Coffee Pot Park Boat Ramp (Coffeepot Bayou)",-82.63334,27.80023
"Weedon Island Kayak Launch (Old Tampa Bay)",-82.61105,27.84404
"Vinoy Park Beach",-82.62487,27.7821
"43rd Street South; SW of (Boca Ciega Bay)",-82.69226,27.73207
"Coquina Key Drive Southeast; E of (Middle Tampa Bay)",-82.62481,27.73228
"Coquina Key; 1.4 mi SE of (Middle Tampa Bay)",-82.61,27.70918
"Cockroach Bay Boat Ramp; SE of (Cockroach Channel)",-82.51908,27.68397
"Sand Key; 2.5 mi NW of (Middle Tampa Bay)",-82.51908,27.74792
"MacDill Air Force Base; 1.5 mi E of (Hillsborough Bay)",-82.44512,27.84537
"MacDill Air Force Base; 1.8 mi S of (Middle Tampa Bay)",-82.53667,27.80984
"Vinoy Park; 1.1 mi E of (Middle Tampa Bay)",-82.60807,27.77654
"Iowa Avenue Northeast; canal E of (Bayou Grande)",-82.59297,27.81732
"Smacks Bayou; mouth of (Middle Tampa Bay)",-82.6085,27.80065
"St. Pete Pier; S of (Middle Tampa Bay)",-82.62128,27.77061
"Coffee Pot Bayou",-82.6328,27.7963
"8th Avenue West; W of (Manatee River)",-82.5717,27.4997
"St. Petersburg Pier; S of (Middle Tampa Bay)",-82.62312,27.77295
"MacDill Air Force Base; 1.7 mi S of (Middle Tampa Bay)",-82.53976,27.81367
"Gandy Bridge; S of (Old Tampa Bay)",-82.55227,27.88641
"Howard Frankland Bridge; N of (Old Tampa Bay)",-82.58791,27.92836
"Howard Frankland Bridge; 1.1 mi NW of (Old Tampa Bay)",-82.59715,27.94261
"36th Avenue North; SW of (Long Bayou)",-82.75754,27.80403
"Mid-Howard Franklin Bridge (Old Tampa Bay)",-82.58488,27.92806
"Coquina Key Drive SE; E of (Middle Tampa Bay)",-82.62481,27.73228
"Spa Beach (Middle Tampa Bay)",-82.62636,27.7746
"Lassing Park (Middle Tampa Bay)",-82.62993,27.75159
"Park Boulevard Boat Ramp (ICW)",-82.83908,27.84254
"Collany Road; S of (South Channel)",-82.72815,27.67489
"134th Street North; S of (Boca Ciega Bay)",-82.82444,27.8379
"Coquina Key Drive SE (Mid Tampa Bay)",-82.62481,27.73228
"Park Boulevard Boat Ramp (ICW)",-82.83903,27.84248
"Coquina Key Drive SE (Middle Tampa Bay)",-82.62481,27.73228
"Gasparilla Drive NE; N of (Riviera Bay)",-82.61822,27.84695
"Coquina Drive SE; E of (Middle Tampa Bay)",-82.62481,27.73228
"Grand Bellagio Cond Dock (Old Tampa Bay)",-82.723,27.9406
"Lassing Park",-82.62993,27.75159
NA,-82.605,27.7311
"Coquina Key Drive SE; W of (Middle Tampa Bay)",-82.62481,27.73228
"Madeira Beach Marina Boat Ramp (ICW)",-82.79584,27.80371
"Park Boulevard Boat Ramp (ICW)",-82.83905,27.8425
"Ben T Davis Beach",-82.57509,27.96907
"Pasadena Way; S of (Boca Ciega Bay)",-82.73712,27.74366
"1st Street N; canal N of",-82.63416,27.84404
"Weedon Island Preserve; W of (Middle Tampa Bay)",-82.601,27.8372
"Coquina Key Drive SE; canal E of (Middle Tampa Bay)",-82.62481,27.73228
"Ben T Davis Beach",-82.57401,27.96854
"104th Avenue East; S of (Manatee River)",-82.45851,27.52863
